gals,field,morph,z,log_m,r_edge,sigma_edge,ar,pa,f1_maj,rec_maj,prec_maj,r_05,Deltar_05
3019,uds,DISKSPH,0.6027,11.221,21.5,12.028,0.3545,-73.9624,0.832,0.985,0.72,22.005446906782993,0.0648309201676196
22260,goodsn,DISKSPH,0.5553,10.832,13.5,14.783,0.4181,-85.3032,0.702,0.993,0.543,14.431615281960315,0.32189393634000485
15792,goodsn,DISK,0.2533,10.185,13.5,1.319,0.5951,28.7456,0.903,0.914,0.892,12.310779753310143,0.07861797540531257
17760,cosmos,DISK,0.5167,10.569,16.5,5.075,0.46,-45.0,0.873,0.93,0.823,15.814607952340769,0.019343102232867282
1298,cosmos,DISK,0.152099996805191,10.14,12.5,2.631,0.4,60.0,0.899,0.87,0.93,11.160272029530129,0.02456371804527402
16816,cosmos,DISK,0.3466,10.086,17.5,1.36,0.2564,-50.8296,0.927,0.962,0.895,17.616472364227135,0.08051950410218012
18996,egs,DISKSPH,0.6732000112533569,10.653,14.5,8.632,0.8124,82.1525,0.811,0.683,0.999,12.944478076569771,0.01931512361002463
17634,uds,DISK,0.828,10.987,15.5,11.927,0.6127,-47.6348,0.859,0.752,1.0,12.88888800288738,0.050000000000000044
13593,egs,DISK,0.8955000042915344,10.299,7.5,22.787,0.3737,7.1223,0.704,0.997,0.544,9.063439933094346,0.1184171457472265
17024,goodsn,DISK,0.6817,10.358,9.5,2.45,0.7179,70.3141,0.934,0.907,0.963,9.176282183176864,0.07549967295795157
9560,goodss,DISKSPH,0.7324,11.076,16.5,12.149,0.35,120.0,0.66,0.965,0.501,16.946125475501383,0.014360405046254465
9636,cosmos,DISKIRR,0.8804,10.284,14.5,6.889,0.3759,37.7348,0.729,0.953,0.591,14.149257271558083,0.08026896735306743
4532,cosmos,DISKIRR,0.9564999938011168,10.468,12.5,9.523,0.7744,77.7433,0.947,0.936,0.959,12.47536538013305,0.020530044705986183
17153,uds,DISK,0.92,10.95,15.5,9.538,0.8022,9.0924,0.806,0.675,1.0,13.3038973437056,0.10487431050159213
4212,goodsn,DISK,0.748,10.636,14.5,6.491,0.5878,-46.4353,0.843,0.804,0.887,13.550014330818737,0.09748040311536676
7880,goodss,DISKIRR,0.8528,10.151,14.5,9.827,0.5973,77.5924,0.829,0.8,0.861,13.83807586716618,0.10495532381020745
23612,egs,DISKIRR,1.0360000133514404,10.556,14.5,14.654,0.5854,-21.5493,0.936,0.881,0.998,13.947231521459948,0.011526014370949689
7401,egs,DISKSPH,0.569,10.232,8.5,12.037,0.6413,-87.7194,0.832,0.984,0.721,10.200378789991431,0.1937742251701451
11042,uds,DISKSPH,0.6494,11.196,20.5,17.889,0.3038,-77.4211,0.713,0.991,0.557,21.947662859519962,0.13641038656232507
7848,uds,DISKIRR,0.6023,10.564,19.5,2.634,0.6235,53.9306,0.859,0.782,0.953,17.353738616816546,0.06541001233684596
17171,goodss,DISKSPH,0.5368,10.74,11.5,10.139,0.66,80.0,0.829,0.96,0.73,12.632848578800838,0.0850660830430483
17554,cosmos,DISK,0.2652,10.569,20.5,1.338,0.4013,-78.912,0.942,0.919,0.967,21.6330169500105,0.010891254332956901
22122,goodss,DISK,0.9783,10.071,9.0,22.23,0.3364,-57.8062,0.638,1.0,0.469,10.26272595757166,0.03983913133822847
2752,goodsn,DISK,0.8422999978065491,10.516,12.5,3.245,0.2348,88.4799,0.716,0.924,0.584,13.413739719603564,0.03382769920726014
13672,cosmos,DISK,0.4757,10.521,18.5,2.687,0.3657,-31.2562,0.866,0.865,0.867,18.527418614767246,0.16172635571509064
3008,goodsn,DISK,0.7666,10.806,12.5,11.91,0.85,40.0,0.898,0.925,0.873,13.578211574268684,0.08420787638503158
21119,goodsn,DISK,0.975,11.255,17.5,10.691,0.8,-10.0,0.84,0.724,1.0,15.875595254201764,0.029857499854668124
21695,goodss,DISK,0.669,10.994,24.5,3.345,0.8534,-53.0524,0.892,0.872,0.914,30.501203664466665,0.22764344149522064
6811,cosmos,DISKSPH,0.7337999939918518,10.298,13.5,2.588,0.6371,60.8783,0.875,0.778,1.0,13.086479078185725,0.10147361423034651
15936,goodsn,DISKSPH,0.6802,10.979,15.5,19.074,0.4934,7.6801,0.758,1.0,0.611,19.949640428526727,0.3149349816094953
23069,goodsn,DISK,0.4547,10.905,30.5,0.955,0.3653,-55.1358,0.904,0.885,0.923,29.547088221341788,0.020698646039681967
7961,goodsn,DISKSPH,0.96,10.468,11.5,9.791,0.5578,13.4464,0.839,0.918,0.773,11.197106927048383,0.11286776064202053
11170,cosmos,DISK,0.942993,11.246,23.5,4.288,0.3369,-54.4608,0.435,0.803,0.299,42.27806469187172,0.024124410551588538
19097,goodsn,DISKIRR,0.9358,11.204,18.5,14.236,0.7442,-60.5274,0.885,0.917,0.855,19.282050878965826,0.1853444509096721
8967,uds,DISKSPH,0.6201000213623047,10.704,15.5,9.089,0.6685,70.6225,0.865,0.79,0.955,14.011995618204484,0.08743752527825777
20537,egs,DISKIRR,0.6904000043869019,10.643,16.5,3.352,0.86,20.0,0.882,0.789,1.0,15.373199573022081,0.022955791882790733
18686,goodss,DISK,0.84,10.656,22.5,2.916,0.3827,-60.5989,0.891,0.823,0.971,21.168288364565473,0.08346444796298169
23447,egs,DISKSPH,0.6434999704360962,10.854,16.5,9.069,0.9387,18.6643,0.742,0.59,1.0,13.884266699889924,0.0375956035936752
22776,uds,DISKSPH,0.8007,11.068,17.5,12.952,0.9,-45.0,0.428,0.273,1.0,11.905621260031559,0.10030250228615722
10538,cosmos,DISK,0.7268999814987183,10.598,17.5,8.319,0.5605,80.2832,0.898,0.926,0.871,19.963931469700608,0.01435481178335174
24501,cosmos,DISK,0.7283,10.266,12.5,4.043,0.86,-29.0,0.896,0.817,0.993,12.106812072942194,0.09222133990111969
1752,cosmos,DISKSPH,0.9265,10.596,14.5,2.726,0.8568,-69.8506,0.815,0.811,0.819,14.24774686351567,0.05281714487099787
2323,cosmos,DISKSPH,0.7279000282287598,11.219,21.5,14.831,0.84,66.0,0.821,0.699,0.994,18.233227569558974,0.5165215358327022
6379,goodsn,DISKSPH,0.7482,10.696,9.5,20.267,0.9793,-71.3665,0.946,0.969,0.925,11.546737967745088,0.02424157740027144
22040,goodss,DISK,0.979,10.69,11.0,6.718,0.2769,20.1162,0.553,1.0,0.382,13.921525115311555,0.12449475503440632
31099,egs,DISKSPH,0.3727999925613403,10.628,15.5,2.171,0.75,-25.0,0.708,0.548,1.0,11.380806662101417,0.12174973418064672
1821,goodss,DISKSPH,0.2574,10.567,13.5,4.106,0.39,-22.6948,0.843,0.947,0.759,13.258250964990824,0.09017706240292123
13806,goodss,DISKSPH,0.438,10.356,11.5,3.619,0.7,-35.0,0.619,0.448,1.0,7.531516596289571,0.09086270990301026
9259,cosmos,DISK,0.7258999943733215,10.537,14.5,8.607,0.3294,-84.1434,0.768,0.941,0.649,13.54492142718813,0.028233620201225218
17700,cosmos,DISKSPH,0.2197999954223632,10.077,8.5,4.865,0.75,90.0,0.881,0.999,0.788,11.623054660135814,0.2665527084494248
22420,goodss,DISK,0.615,10.765,11.5,9.181,0.8788,-45.3436,0.926,0.954,0.9,14.129714884646761,0.13195408542497733
19965,goodsn,DISKIRR,0.8517,10.378,11.5,4.612,0.5401,-40.187,0.915,0.96,0.874,13.021582444022641,0.02589640926322201
3458,cosmos,DISKSPH,1.0896999835968018,10.699,6.5,33.667,0.7407,68.5388,0.704,0.998,0.544,10.091191828296022,0.1711098845266572
22605,uds,DISKSPH,0.6201000213623047,10.561,12.5,1.89,0.238,55.2328,0.7,1.0,0.538,13.560943755397767,0.03861761688469012
17367,goodsn,DISKSPH,0.4566,10.589,11.5,10.012,0.574,34.8033,0.844,0.813,0.877,10.247752220420132,0.11531985467199934
19670,cosmos,DISKIRR,0.9117000102996826,10.117,12.75,2.679,0.2197,81.0111,0.766,0.957,0.639,13.43524454296242,0.0
11160,goodsn,DISK,0.4843,10.55,16.5,3.108,0.35,-78.0,0.815,0.961,0.707,16.300152317236083,0.01920888079459293
24542,egs,DISKIRR,0.8952000141143799,10.113,8.5,16.343,0.5997,-23.3105,0.557,1.0,0.386,14.002371574411004,0.04025466340746875
18199,uds,DISKSPH,0.3218,10.499,11.5,9.925,0.428,28.1343,0.913,0.99,0.848,11.546245838361825,0.04216241972415846
27292,egs,DISK,0.8932999968528748,10.33,11.5,5.954,0.8517,-84.7862,0.756,0.61,0.995,10.919518370693838,0.23107810805491513
1712,egs,DISK,0.6206,10.526,13.5,2.107,0.498,-79.0115,0.84,0.728,0.993,13.061055219891395,0.06432570767229207
21274,goodsn,DISK,0.5031,10.564,16.5,3.219,0.5331,41.6885,0.915,0.868,0.967,15.212972088380713,0.04110137079206888
16408,egs,DISKSPH,0.9767000079154968,10.854,10.5,34.343,0.8259,7.657,0.92,0.895,0.947,11.154106404998963,0.05180035392996518
24232,goodsn,DISK,0.474,10.307,13.5,6.511,0.3703,-88.4889,0.903,0.911,0.894,12.579115282114731,0.027991769582170756
20746,uds,DISKIRR,0.8966,10.183,12.5,8.885,0.7,-45.0,0.892,0.833,0.96,11.905096164855037,0.05131670194948623
18147,cosmos,DISKSPH,0.8851000070571899,10.325,6.5,45.201,0.5599,60.51,0.723,1.0,0.566,8.653287722176362,0.1585176855398962
13936,goodsn,DISKSPH,0.9966999888420104,10.268,6.5,34.9,0.3416,52.2939,0.565,1.0,0.394,7.500121145412919,0.09012701300730086
10991,goodsn,DISK,0.6881,10.529,15.5,3.206,0.75,-84.0,0.925,0.87,0.987,15.28727918532401,0.010920764206403422
17555,goodss,DISKSPH,0.738,10.979,20.5,7.693,0.5,-30.0,0.947,0.924,0.972,21.120605830802713,0.16470104440832833
12199,cosmos,DISK,0.4411,10.431,18.0,1.004,0.2798,-55.3055,0.914,0.904,0.924,17.76800932779063,0.011713707130960871
1509,goodsn,DISK,0.845,10.445,15.5,5.326,0.8024,-49.7025,0.889,0.827,0.962,16.62003185488003,0.021168453851757918
2001,goodsn,DISK,0.955,10.66,12.5,5.109,0.5,70.0,0.905,0.926,0.884,11.598209207344004,0.04374191234722491
15018,goodsn,DISK,0.2995,10.317,11.5,6.725,0.2,80.0,0.511,1.0,0.343,14.350892696554613,0.011309628589905252
14167,uds,DISKSPH,0.6972000002861023,10.453,13.5,2.881,0.2328,86.9973,0.718,0.99,0.563,13.297617896066562,0.03212213334179426
1786,goodsn,DISKSPH,0.5603,11.113,19.5,6.431,0.74,-30.0,0.912,0.949,0.877,23.474847352561905,0.07709667513549845
16494,cosmos,DISK,0.3393,10.626,16.5,6.185,0.65,-15.0,0.928,0.878,0.983,16.907373246952346,0.03973914235552245
27310,goodsn,DISK,0.5706,10.816,18.5,6.362,0.8,-25.0,0.815,0.687,1.0,16.747119986324766,0.03848678706773556
1040,goodss,DISK,0.978,10.976,14.5,9.63,0.6615,62.3065,0.877,0.824,0.936,16.36225621333427,0.2674091047554428
4104,egs,DISK,0.4365,10.54,12.5,7.934,0.6504,-79.358,0.879,0.851,0.908,14.326181940174934,0.02560880430538015
21658,uds,DISKSPH,0.8553,10.597,11.5,17.07,0.9544,58.1332,0.887,0.945,0.836,12.825596070486851,0.02347132790548312
10378,cosmos,DISKSPH,0.7573,10.445,10.5,9.007,0.2259,-32.1496,0.444,1.0,0.286,12.995415746864946,0.18894915806215173
3554,uds,DISK,0.807,10.522,11.5,4.196,0.7866,20.4924,0.816,0.757,0.885,12.33261577521332,0.004709074267409297
1753,goodsn,DISKSPH,0.677,10.501,7.5,27.615,0.4835,-79.7735,0.582,1.0,0.411,9.2376969307775,0.2202779616920778
22296,egs,DISKSPH,0.5759999752044678,10.693,17.5,4.575,0.6029,-9.3307,0.838,0.915,0.773,17.15588346205247,0.018316082414894908
14486,goodsn,DISKSPH,0.4753,9.867,11.5,1.845,0.15,-82.0,0.406,0.994,0.255,11.452530656308516,0.061937487247487044
22000,goodsn,DISKSPH,0.4381,10.278,10.5,5.743,0.5978,16.1766,0.832,0.741,0.95,8.180987824824365,0.08397579397662136
11666,uds,DISKSPH,0.642,11.064,19.5,10.811,0.7862,14.369,0.641,0.472,1.0,14.846758069857435,0.13610476743579114
25472,goodsn,DISKSPH,0.8367,10.188,8.5,29.56,0.6473,-83.9753,0.838,0.987,0.728,10.791040560660845,0.26001601259500295
21042,uds,DISKSPH,0.9058,10.916,19.5,12.039,0.8973,82.5158,0.787,0.649,1.0,18.071367645621308,0.03555484029177669
3401,uds,DISK,0.8034,10.592,11.5,7.446,0.7323,79.1195,0.902,0.932,0.874,12.640253588808143,0.03566794840548615
1469,goodss,DISK,0.459,10.919,19.5,2.765,0.75,-70.0,0.839,0.722,1.0,19.019443599824694,0.14505845191530287
6800,cosmos,DISK,0.9257000088691713,10.952,16.5,16.177,0.5807,-0.0683,0.903,0.872,0.935,15.541220495739529,0.021368001629164968
24563,goodsn,DISK,0.938,10.506,8.5,17.596,0.7732,-64.1799,0.913,0.985,0.851,9.095357248882552,0.09058973668259762
16754,goodsn,DISKSPH,0.6419,11.038,19.5,6.103,0.9,30.0,0.905,0.837,0.986,18.353072486179844,0.200888818622186
5104,goodsn,DISKIRR,0.4099,10.266,14.5,3.193,0.725,35.0,0.907,0.926,0.89,14.591641718840156,0.09807200531763371
6664,egs,DISKSPH,0.6586,10.195,6.5,9.831,0.5482,-1.895,0.792,0.993,0.659,6.895504253476817,0.04129376394078699
18351,uds,DISK,0.6306999921798706,10.292,10.5,6.02,0.2546,29.27,0.502,1.0,0.335,22.391126594754237,0.5120663489598949
26597,goodsn,DISK,0.944,10.725,8.5,37.28,0.6635,-71.4049,0.871,0.942,0.81,9.401605191039465,0.1201638362019305
26422,egs,DISKSPH,0.6444000005722046,10.536,14.5,4.227,0.7584,75.6187,0.711,0.577,0.927,15.077126740017293,0.05111783740520981
25681,uds,DISK,0.9279999732971193,10.868,11.5,22.153,0.3775,-57.5325,0.806,1.0,0.675,12.020461794209965,0.06438009032266989
5491,egs,DISK,0.544700026512146,11.152,20.5,8.027,0.9,40.0,0.911,0.881,0.942,21.835362122198045,0.052565065982826176
24718,egs,DISKSPH,0.6435999870300293,11.321,22.5,16.998,0.9,80.0,0.916,0.879,0.957,23.483837922901106,0.12425118607907715
20588,goodsn,DISKIRR,0.2986,10.263,13.5,3.772,0.4369,20.8998,0.722,0.985,0.57,17.256084522989582,0.28169116100439195
18296,cosmos,DISKSPH,0.35207,11.093,26.5,7.995,0.63,-30.0,0.918,0.867,0.974,24.599156595950316,0.25865635246204466
14827,egs,DISKSPH,0.9508,11.177,13.5,24.627,0.61,-16.1113,0.915,0.96,0.873,16.231704862796665,0.2128163367687821
10500,goodsn,DISKSPH,1.023,11.352,18.5,20.867,0.69,75.0,0.924,0.903,0.946,19.237294211083476,0.13415662993355426
24361,goodsn,DISKSPH,0.7953,10.356,10.5,4.663,0.2994,-39.0067,0.568,0.998,0.397,15.312579460056163,0.08791636802092662
11115,cosmos,DISKSPH,0.8335999846458435,10.674,12.5,11.134,0.68,90.0,0.929,0.879,0.984,12.8197917885393,0.08412201286981202
16011,goodss,DISKSPH,0.738,10.345,12.5,4.719,0.6183,38.2914,0.908,0.872,0.947,12.92349174328796,0.18093250605763422
3353,egs,DISK,0.7908999919891357,10.736,11.5,9.562,0.921,15.1643,0.921,0.865,0.986,11.641159941083355,0.03324196431876758
1485,cosmos,DISKSPH,0.6819000244140625,10.995,16.5,16.234,0.68,-30.0,0.935,0.912,0.96,17.680563472652363,0.0955238286709732
25056,uds,DISK,0.8040000200271606,10.216,7.5,14.724,0.4662,59.4264,0.783,1.0,0.643,8.621388640791928,0.09946743306552808
9474,uds,DISKSPH,0.6769999861717224,10.392,9.5,12.45,0.6433,-9.4261,0.825,0.913,0.753,9.874219286850302,0.13795634330096374
10390,cosmos,DISK,0.4405,10.664,12.5,5.92,0.51,35.0,0.922,0.879,0.97,11.770770198542198,0.013548466766867162
22596,goodsn,DISK,0.3767,10.582,14.5,3.984,0.5447,-64.3989,0.891,0.939,0.849,14.088486641037763,0.0935868313621987
8630,egs,DISKIRR,0.3851000070571899,10.385,14.5,2.557,0.3975,56.7795,0.836,0.848,0.825,23.313953914166724,0.5758219627334884
6323,goodsn,DISK,0.5594,10.484,10.5,9.784,0.4305,48.0429,0.765,0.972,0.631,12.24911222841201,0.21780085239143954
8050,cosmos,DISKIRR,1.0457,10.627,10.5,24.905,0.6325,-50.8847,0.896,0.999,0.813,11.66949841158704,0.1098384735046144
3493,cosmos,DISKSPH,0.8496999740600586,10.202,11.5,7.002,0.6468,-44.8873,0.88,0.825,0.942,11.122593397133633,0.11593554201613387
4965,egs,DISK,0.5705000162124634,10.825,21.5,3.728,0.5746,-89.5438,0.878,0.784,0.997,18.611321500828993,0.013600008907681205
4947,egs,DISKIRR,0.7509999871253967,10.566,14.5,4.968,0.5145,27.6091,0.879,0.815,0.953,15.88259461168779,0.022955791882790733
20307,cosmos,DISKSPH,0.2586,10.371,16.5,1.059,0.5,-18.0,0.819,0.695,0.996,16.0535548248533,0.02166649590113201
8180,cosmos,DISK,0.7497,10.355,11.5,4.15,0.917,-45.7524,0.889,0.818,0.974,11.555304441720171,0.02424157740027144
12450,goodss,DISK,0.8419,10.184,12.5,2.209,0.2685,83.7589,0.741,1.0,0.589,13.56731092104369,0.02540830992065113
283,cosmos,DISK,0.9869999885559082,10.122,8.5,10.637,0.2843,76.1063,0.629,1.0,0.459,8.948821697975802,0.0
12499,goodss,DISKSPH,0.737,10.408,13.5,4.517,0.1822,-20.8461,0.499,1.0,0.332,16.08377276513066,0.014153414001823239
29234,egs,DISK,1.055500030517578,10.277,5.5,70.291,0.5405,-19.6762,0.591,1.0,0.419,7.295237602690956,0.1307730126396468
8562,egs,DISKSPH,0.742900013923645,10.644,12.5,11.806,0.3248,-30.9031,0.574,0.952,0.411,14.148713679045976,0.12458800908020806
284,goodsn,DISK,0.6348,10.656,11.5,16.353,0.9526,78.6945,0.862,0.785,0.956,12.494622103648824,0.10109731874425709
5960,goodss,DISKSPH,0.675000011920929,11.023,14.5,9.807,0.975,15.0,0.952,0.914,0.993,15.001317502246254,0.06220431572749974
8613,goodsn,DISK,0.5035,10.289,13.5,2.414,0.8491081722951532,0.0,0.969,0.961,0.977,14.08973203891363,0.022026100765776935
28022,egs,DISK,0.7225,10.514,10.5,5.406,0.4216,4.2484,0.803,0.861,0.753,9.157682934080313,0.041302381563662394
15997,goodsn,DISKSPH,0.5106,11.117,16.5,13.231,0.7,12.0,0.946,0.912,0.983,15.929005481637123,0.09535732005483055
27262,goodsn,DISK,0.8471,10.28,18.5,1.305,0.8031,-26.487,0.915,0.87,0.965,19.929436758800993,0.016043821467028208
19789,goodsn,DISK,0.961,11.01,14.5,14.714,0.3077,-52.4989,0.612,0.992,0.443,34.07536657667774,0.6006049816845156
21725,cosmos,DISKSPH,0.218,9.948,8.5,4.951,0.4376,-56.8434,0.874,0.891,0.858,8.428998481762587,0.23342197635831563
1214,goodss,DISKSPH,0.383,10.109,10.5,0.808,0.2067,-82.9858,0.604,0.963,0.44,9.545974616649213,0.013058231680280974
9955,goodss,DISKSPH,0.832,10.769,9.5,20.593,0.5978,-54.3177,0.84,0.979,0.735,9.595329312273867,0.020573628035497782
5765,cosmos,DISK,0.9067999720573424,11.094,12.5,41.156,0.57,90.0,0.839,0.937,0.76,12.089727085197056,0.08795184785460375
6273,goodsn,DISKSPH,1.014,11.055,14.0,24.085,0.23,79.6326,0.294,1.0,0.172,29.311937840048063,0.07840502360639456
9217,goodsn,DISKSPH,0.7471,10.198,6.5,24.76,0.3774,5.5355,0.717,0.988,0.562,7.678254903713389,0.13350148751936808
10486,cosmos,DISKIRR,0.5019,10.57,10.5,7.769,0.8522,7.4394,0.927,0.878,0.981,10.444800884276995,0.010549472849191721
14886,goodss,DISKSPH,0.667,10.826,18.5,7.641,0.5286,36.4431,0.923,0.901,0.946,16.740200059296182,0.2446074486179517
3807,goodsn,DISKSPH,0.9290000200271606,11.006,14.5,22.401,0.301,-7.0,0.873,0.997,0.776,16.61412562973577,0.03110420308995887
14252,egs,DISK,0.7781,10.827,21.5,6.523,0.5962,-48.8715,0.88,0.795,0.984,18.982361584556728,0.011670307989030793
12438,cosmos,DISK,0.8996,10.766,10.5,23.472,0.8855,-75.8958,0.949,0.938,0.96,11.610097680501068,0.19483031777152549
3584,cosmos,DISKIRR,0.9264,10.475,9.5,11.23,0.6476,-87.9544,0.834,0.976,0.727,11.705848133880357,0.19483031777152549
10889,uds,DISKSPH,0.916,10.482,5.5,55.284,0.4,-86.0,0.582,1.0,0.41,6.726456472440251,0.11654779140122762
9401,goodsn,DISK,0.9585,11.197,22.5,11.68,0.3169,-51.1405,0.786,0.895,0.701,28.200908562552492,0.19043955452935546
15822,goodsn,DISK,0.8495,10.644,14.5,9.215,0.3905,-29.5982,0.855,0.917,0.801,13.566988757621514,0.051195827476414824
11095,cosmos,DISKSPH,0.7495,10.904,12.5,24.919,0.3562,-71.4408,0.688,0.979,0.531,13.779769607368646,0.2407038705189536
23448,uds,DISK,0.944,10.39,13.5,14.295,0.489,-89.5906,0.915,0.926,0.905,13.743898664923819,0.029533501014482932
23000,cosmos,DISKSPH,0.6705,10.552,7.5,34.127,0.5042,5.4678,0.453,1.0,0.293,13.066196677298326,0.2877665359753817
5923,uds,DISK,0.6388999819755554,10.435,11.5,4.666,0.3559,3.8301,0.863,0.848,0.879,11.210228905400811,0.1525584494657961
15072,goodsn,DISK,0.643,10.472,9.5,14.572,0.5743,68.711,0.865,0.987,0.769,9.965836104892668,0.05313584705200136
17919,cosmos,DISK,0.8927000164985657,10.439,12.5,7.69,0.5469,-65.7124,0.9,0.835,0.976,12.161383803873457,0.02005402309767157
24093,goodss,DISK,0.216,10.37,10.5,4.379,0.6427,-20.7911,0.835,0.964,0.736,16.826055945410378,0.43891124336366094
24270,goodss,DISKSPH,0.7712,10.598,16.5,3.035,0.6808,-28.1791,0.865,0.772,0.982,15.89395239502852,0.22601014375352735
5369,egs,DISK,0.7519999742507935,10.243,14.5,2.958,0.6498,-12.3667,0.896,0.883,0.91,15.890390638545435,0.008885631065873256
8305,goodsn,DISK,0.959,10.749,12.5,15.781,0.75,45.0,0.918,0.849,0.998,11.344651132728757,0.04402719336276262
20349,cosmos,DISK,0.6887,10.477,17.5,3.459,0.5908,48.4641,0.883,0.905,0.862,19.13455297367768,0.0062135558726819085
16069,goodsn,DISK,0.799,10.358,8.5,22.015,0.3933,84.2988,0.543,0.99,0.374,11.391991527950964,0.023718790511668364
23428,uds,DISK,0.9278,10.687,12.5,24.94,0.4358,37.9766,0.833,1.0,0.714,14.975612418659829,0.04252976198223679
12060,egs,DISK,0.975499987602234,10.659,12.5,19.222,0.828,-35.8221,0.913,0.885,0.941,12.860953632929359,0.01109604385321683
4520,goodss,DISK,0.343,10.368,12.5,1.494,0.75,-15.0,0.878,0.803,0.969,11.119061892524917,0.19517028816531434
21875,cosmos,DISK,0.8970999717712402,10.877,14.5,20.357,0.9108,27.8578,0.93,0.936,0.924,16.689427513047306,0.08334816461536654
393,goodss,DISK,0.6599000096321106,10.688,16.5,9.988,0.37,-15.0,0.8,0.973,0.679,21.618219672860267,0.08204700990765168
26756,goodss,DISKIRR,0.7347,10.385,10.5,17.716,0.33,15.0,0.71,0.943,0.569,11.342697520220339,0.03703598028581834
9204,goodss,DISKSPH,0.6801,10.504,8.5,16.861,0.6582,-13.4789,0.826,1.0,0.704,9.475647389251892,0.036672433696616435
23262,cosmos,DISKSPH,0.5074,10.869,11.5,22.05,0.4753,47.5156,0.719,1.0,0.561,13.516971743595613,0.16946779504042186
15773,uds,DISKSPH,0.9865,11.186,15.5,34.98,0.65,75.0,0.765,0.795,0.738,27.030523397723165,0.6491767922771883
20612,uds,DISKIRR,0.9126999974250792,10.457,18.5,1.096,0.3708,20.6562,0.903,0.917,0.888,19.610747467559378,0.013260892415035697
21506,goodsn,DISK,0.7783,10.219,11.5,3.432,0.2616,-65.2543,0.719,0.935,0.584,11.789030611586405,0.018071600833937995
6065,goodsn,DISKSPH,0.5178,10.311,8.5,10.693,0.3646,-72.2817,0.641,0.983,0.476,8.515326865502114,0.2437084111465727
2952,uds,DISK,1.027899980545044,11.083,14.5,14.025,0.7745,-50.2323,0.91,0.887,0.935,13.830377655150054,0.027895183089228337
11043,cosmos,DISKSPH,0.4760000109672546,10.762,16.5,9.391,0.4223,-66.4937,0.742,0.841,0.664,25.039571649665945,0.5155564033065542
20334,goodsn,DISKSPH,0.607,10.236,6.5,11.732,0.3848,23.5278,0.523,1.0,0.354,8.686947847811924,0.3145602971764062
23022,goodss,DISK,0.9679999947547911,10.287,8.0,3.603,0.2811,20.8036,0.621,1.0,0.45,9.16994795624677,0.044220991278049904
10411,goodsn,DISKIRR,0.8294000029563904,10.13,7.5,12.565,0.4624,-2.875,0.732,1.0,0.577,7.962669261358581,0.12409297596485813
23475,goodsn,DISK,0.233,10.552,31.5,0.361,0.6731,-21.5352,0.671,0.504,1.0,23.81536831516582,0.062369664192196916
22492,cosmos,DISKSPH,0.732699990272522,11.253,21.5,21.177,0.5,-20.0,0.649,0.983,0.484,33.03518503852354,0.40385833569201357
30433,egs,DISK,0.7853999733924866,10.714,18.5,3.549,0.6878,10.4024,0.886,0.908,0.865,21.072702466962316,0.09548864339698493
7923,goodsn,DISK,1.0164,11.322,21.5,11.988,0.71,-40.0,0.929,0.875,0.989,21.619459496524815,0.10757850349367959
7343,goodsn,DISK,0.9837999939918518,10.166,7.5,30.125,0.3526,-56.6259,0.278,1.0,0.161,19.073710800541573,0.41416811930100206
7384,uds,DISK,0.8357999920845032,10.221,7.5,16.878,0.4182,35.5178,0.667,0.992,0.502,9.422807626577876,0.10557280900008414
24070,cosmos,DISKSPH,0.5072,11.158,16.5,17.584,0.46,-50.0,0.768,0.913,0.663,19.982813195974355,0.5533205733057279
6436,uds,DISKSPH,1.034999966621399,10.698,7.5,55.31,0.5845,-87.8258,0.691,1.0,0.527,9.315788455991639,0.04139741346117842
27488,goodsn,DISKSPH,0.201,10.262,16.5,1.113,0.5,37.5,0.757,0.628,0.954,14.510399719827074,0.3388281481823182
9887,uds,DISK,0.8066999912261963,10.701,15.5,9.06,0.6775,-45.9556,0.912,0.906,0.918,15.360366095136918,0.06991833524459434
22999,goodss,DISK,0.4698,10.373,11.5,3.906,0.2481,-55.9197,0.526,1.0,0.357,15.024900720053385,0.05833679339711484
31431,egs,DISKSPH,0.5468999743461609,10.8,17.5,6.707,0.65,-50.0,0.969,0.96,0.977,18.033942363086087,0.01941932430907989
13390,cosmos,DISK,0.7264000177383423,11.016,14.5,19.946,0.7,-90.0,0.772,0.706,0.851,13.035976866413078,0.06921016847641381
10049,cosmos,DISK,0.18545,10.701,19.5,2.378,0.2745,-23.24,0.922,0.99,0.863,20.270569520434027,0.07387951917164948
11781,cosmos,DISK,0.3549000024795532,10.363,17.5,2.022,0.6895,63.4375,0.802,0.678,0.979,16.44864008008369,0.041868208999607415
21027,cosmos,DISK,0.7289000153541565,10.68,20.5,4.709,0.3831,-12.8563,0.884,0.861,0.909,22.056460532021518,0.06427299739671077
15095,cosmos,DISK,0.728261,11.038,16.5,18.257,0.59,84.0,0.905,0.991,0.833,16.937551195507858,0.05715201304577455
23196,cosmos,DISKSPH,0.7278,10.784,11.5,23.811,0.4035,3.0363,0.683,0.999,0.519,12.382267151926557,0.25418348475455743
11385,egs,DISKSPH,0.8253,10.836,19.5,4.486,0.4799,68.0677,0.912,0.922,0.903,20.382869165988666,0.019389980688009456
15792,uds,DISKSPH,0.82669997215271,10.459,9.5,16.952,0.5247,26.6236,0.883,0.815,0.964,8.373492823275013,0.10789126886590739
